Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,ID,Document Type,Publication Stage,Access Type,Source,EID,Coder
"Schnegg M., Turchany M., Deviterne M., Gueissaz L., Hess S., Massonnet G.",56755185000;57195551512;55912903000;35762616000;57192313731;6603429626;,A preliminary investigation of textile fibers in smothering scenarios and alternative legitimate activities,2017,Forensic Science International,279,,,165,176,,5,10.1016/j.forsciint.2017.08.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028690366&doi=10.1016%2fj.forsciint.2017.08.020&partnerID=40&md5=fa822d5fd12edada5accd9c658432137,"University of Lausanne, School of Criminal Justice, Batochime — Dorigny, Lausanne, CH-1015, Switzerland; Forensisches Institut Zürich, Zeughausstrasse 11, Zürich, CH-8004, Switzerland","Schnegg, M., University of Lausanne, School of Criminal Justice, Batochime — Dorigny, Lausanne, CH-1015, Switzerland; Turchany, M., University of Lausanne, School of Criminal Justice, Batochime — Dorigny, Lausanne, CH-1015, Switzerland; Deviterne, M., University of Lausanne, School of Criminal Justice, Batochime — Dorigny, Lausanne, CH-1015, Switzerland; Gueissaz, L., University of Lausanne, School of Criminal Justice, Batochime — Dorigny, Lausanne, CH-1015, Switzerland; Hess, S., Forensisches Institut Zürich, Zeughausstrasse 11, Zürich, CH-8004, Switzerland; Massonnet, G., University of Lausanne, School of Criminal Justice, Batochime — Dorigny, Lausanne, CH-1015, Switzerland",1:1 taping; Fiber distribution; Fiber transfer; Forensic interpretation; Trace evidence,adult; Article; controlled study; criminal behavior; face; female; friction; general device; homicide; human; human experiment; male; night sleep; pillow; priority journal; simulation; smothering; suffocation; textile fiber; victim; young adult,,Article,Final,,Scopus,2-s2.0-85028690366,2019
"Forster A.L., Bitter J.L., Rosenthal S., Brooks S., Watson S.S.",8706329200;35725152400;57194775973;57194765818;26768341500;,"Photofading in cotton fibers dyed using red, yellow, and blue direct dyes during examination with microspectrophotometry (MSP)",2017,Forensic Chemistry,5,,,72,78,,5,10.1016/j.forc.2017.06.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022095063&doi=10.1016%2fj.forc.2017.06.006&partnerID=40&md5=bec6625a73130433ee13157985859c9e,"National Institute of Standards and Technology Material Measurement Laboratory, 100 Bureau Dr. M/S 8102, Gaithersburg, MD  20899-8102, United States; National Institute of Standards and Technology Material Measurement Laboratory, 100 Bureau Dr. M/S 8371, Gaithersburg, MD  20899-8317, United States; West Virginia University, United States; National Institute of Standards and Technology Engineering Laboratory, 100 Bureau Dr. M/S 8615, Gaithersburg, MD  20899-8615, United States","Forster, A.L., National Institute of Standards and Technology Material Measurement Laboratory, 100 Bureau Dr. M/S 8102, Gaithersburg, MD  20899-8102, United States; Bitter, J.L., National Institute of Standards and Technology Material Measurement Laboratory, 100 Bureau Dr. M/S 8371, Gaithersburg, MD  20899-8317, United States; Rosenthal, S., National Institute of Standards and Technology Material Measurement Laboratory, 100 Bureau Dr. M/S 8102, Gaithersburg, MD  20899-8102, United States; Brooks, S., West Virginia University, United States; Watson, S.S., National Institute of Standards and Technology Engineering Laboratory, 100 Bureau Dr. M/S 8615, Gaithersburg, MD  20899-8615, United States",Fiber; Microspectrophotometry; Photofading,,,Article,Final,,Scopus,2-s2.0-85022095063,2019
"Slot A., van der Weerd J., Roos M., Baiker M., Stoel R.D., Zuidberg M.C.",56293150700;6603650278;55812941300;57110281600;7801618923;55903342100;,Tracers as invisible evidence — The transfer and persistence of flock fibres during a car exchange,2017,Forensic Science International,275,,,178,186,,5,10.1016/j.forsciint.2017.03.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017176021&doi=10.1016%2fj.forsciint.2017.03.005&partnerID=40&md5=ea3d8ab558095f1869a1bcc43bead59c,"Netherlands Forensic Institute, PO Box 24044, The Hague, 2490 AA, Netherlands","Slot, A., Netherlands Forensic Institute, PO Box 24044, The Hague, 2490 AA, Netherlands; van der Weerd, J., Netherlands Forensic Institute, PO Box 24044, The Hague, 2490 AA, Netherlands; Roos, M., Netherlands Forensic Institute, PO Box 24044, The Hague, 2490 AA, Netherlands; Baiker, M., Netherlands Forensic Institute, PO Box 24044, The Hague, 2490 AA, Netherlands; Stoel, R.D., Netherlands Forensic Institute, PO Box 24044, The Hague, 2490 AA, Netherlands; Zuidberg, M.C., Netherlands Forensic Institute, PO Box 24044, The Hague, 2490 AA, Netherlands",Car upholstery; Flock fibers; Forensic tracer; Persistence; Transfer; Trousers,tracer; algorithm; Article; automation; car; clothing; controlled study; crime; experiment; fiber; flock fiber; fluorescence analysis; friction; human; human experiment; image analysis; laboratory test; legal evidence; photography; seat; trouser; upholstery; volunteer,,Article,Final,,Scopus,2-s2.0-85017176021,2019
"Schwendener G., Moret S., Cavanagh-Steer K., Roux C.",57190402641;35311394100;7801497043;7202017940;,Can “contamination” occur in body bags?—The example of background fibres in body bags used in Australia,2016,Forensic Science International,266,,,517,526,,5,10.1016/j.forsciint.2016.07.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979774615&doi=10.1016%2fj.forsciint.2016.07.012&partnerID=40&md5=258eb3233a9b014356d692c5592a61ae,"University of Technology Sydney, Centre for Forensic Science, Broadway2007, Australia; École des Sciences Criminelles, Building Batochime, University of Lausanne, Lausanne, CH-1015, Switzerland; Forensic Science Branch, Northern Territory Police, Fire & Emergency Services, Darwin, Australia","Schwendener, G., University of Technology Sydney, Centre for Forensic Science, Broadway2007, Australia, École des Sciences Criminelles, Building Batochime, University of Lausanne, Lausanne, CH-1015, Switzerland; Moret, S., University of Technology Sydney, Centre for Forensic Science, Broadway2007, Australia; Cavanagh-Steer, K., Forensic Science Branch, Northern Territory Police, Fire & Emergency Services, Darwin, Australia; Roux, C., University of Technology Sydney, Centre for Forensic Science, Broadway2007, Australia",Consumables; Crime scene; Impurities; Pollution; Trace evidence,vinyl derivative; Article; Australia; autopsy; body bag; contamination; device material; feather; fiber; general device; hair; insect; particle size; priority journal; qualitative analysis; quantitative analysis; DNA contamination; homicide; human; specimen handling; textile; Australia; DNA Contamination; Homicide; Humans; Specimen Handling; Textiles,,Article,Final,,Scopus,2-s2.0-84979774615,2019
"Carr D.J., Featherstone M., Malbon C., Miller D., Teagle M.",8049037200;57202020217;56425620500;56603494600;6504137131;,Preliminary development of a bleeding layer to assess the effect of a ballistic impact on textile damage,2018,Forensic Science International,288,,,169,172,,4,10.1016/j.forsciint.2018.04.031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046756005&doi=10.1016%2fj.forsciint.2018.04.031&partnerID=40&md5=265b5ac082bdb3ea1a8313a8ae358357,"Defence and Security Accelerator, Porton Down, Salisbury, SP4 0JQ, United Kingdom; Cranfield Forensic Institute, Cranfield University, Defence Academy of the United Kingdom, ShrivenhamSN6 8LA, United Kingdom; Impact and Armour Group, Centre for Defence Engineering, Cranfield University, Defence Academy of the United Kingdom, ShrivenhamSN6 8LA, United Kingdom","Carr, D.J., Defence and Security Accelerator, Porton Down, Salisbury, SP4 0JQ, United Kingdom; Featherstone, M., Cranfield Forensic Institute, Cranfield University, Defence Academy of the United Kingdom, ShrivenhamSN6 8LA, United Kingdom; Malbon, C., Impact and Armour Group, Centre for Defence Engineering, Cranfield University, Defence Academy of the United Kingdom, ShrivenhamSN6 8LA, United Kingdom; Miller, D., Impact and Armour Group, Centre for Defence Engineering, Cranfield University, Defence Academy of the United Kingdom, ShrivenhamSN6 8LA, United Kingdom; Teagle, M., Impact and Armour Group, Centre for Defence Engineering, Cranfield University, Defence Academy of the United Kingdom, ShrivenhamSN6 8LA, United Kingdom",Blood; Bullet wipe; Forensic reconstruction; Pistol ammunition; Single jersey knit; Swine tissue,"Article; assessor; ballistics; bleeding layer; blood sampling; bullet wipe; coroner; dispersion; forensic science; gunshot injury; human; human tissue; intermethod comparison; legal evidence; pistol ammunition; preliminary data; priority journal; textile damage; animal; animal model; bleeding; clothing; firearm; gunshot injury; pig; Animals; Clothing; Firearms; Forensic Ballistics; Hemorrhage; Models, Animal; Swine; Wounds, Gunshot",,Article,Final,,Scopus,2-s2.0-85046756005,2019
"Schnegg M., Palmer R., Massonnet G.",56755185000;55636317627;6603429626;,Les paramètres clés de l'interprétation des fibres textiles en sciences criminelles. Partie I: Occurrence et bruit de fond,2018,Journal of the Canadian Society of Forensic Science,51,1,,1,25,,4,10.1080/00085030.2017.1379683,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030534777&doi=10.1080%2f00085030.2017.1379683&partnerID=40&md5=4cfdd5f992acf44ad39dcd864b7b604d,"Université de Lausanne, Ecole des Sciences Criminelles, Batochime, Lausanne-Dorigny  CH-1015, Switzerland; Northumbria University, Forensic Science Unit, Department of Applied Sciences, Newcastle-upon-Tyne, NE1 8ST, United Kingdom","Schnegg, M., Université de Lausanne, Ecole des Sciences Criminelles, Batochime, Lausanne-Dorigny  CH-1015, Switzerland; Palmer, R., Northumbria University, Forensic Science Unit, Department of Applied Sciences, Newcastle-upon-Tyne, NE1 8ST, United Kingdom; Massonnet, G., Université de Lausanne, Ecole des Sciences Criminelles, Batochime, Lausanne-Dorigny  CH-1015, Switzerland",fibres textiles; Interprétation bayésienne; rapport de vraisemblance; étude de bloc de couleur; étude de fibre cible; étude de marché; étude de population,Article; Bayes theorem; calculation; laboratory test; probability,,Article,Final,,Scopus,2-s2.0-85030534777,2019
"Berger C.E.H., Stoel R.D.",26427984500;7801618923;,Response to “A study of the perception of verbal expressions of the strength of evidence”,2018,Science and Justice,58,1,,76,77,,4,10.1016/j.scijus.2017.11.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040445048&doi=10.1016%2fj.scijus.2017.11.007&partnerID=40&md5=4895208919cd91c711133386b1f9943e,"Netherlands Forensic Institute, PO Box 24044, The Hague, AA  2490, Netherlands; Institute for Criminal Law and Criminology, Faculty of Law, Leiden University, PO Box 9520, Leiden, RA  2300, Netherlands","Berger, C.E.H., Netherlands Forensic Institute, PO Box 24044, The Hague, AA  2490, Netherlands, Institute for Criminal Law and Criminology, Faculty of Law, Leiden University, PO Box 9520, Leiden, RA  2300, Netherlands; Stoel, R.D., Netherlands Forensic Institute, PO Box 24044, The Hague, AA  2490, Netherlands",,human; Letter; perception; strength; verbal behavior; emotion; facial expression; Emotions; Facial Expression; Humans; Perception,,Letter,Final,,Scopus,2-s2.0-85040445048,2019
"Comanescu M.A., Muehlethaler C., Lombardi J.R., Leona M., Kubic T.A.",57200141576;36990536700;7007059776;57204298589;6507463348;,Competitive Binding Investigations and Quantitation in Surface-Enhanced Raman Spectra of Binary Dye Mixtures,2018,Applied Spectroscopy,72,1,,60,68,,4,10.1177/0003702817723339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039900745&doi=10.1177%2f0003702817723339&partnerID=40&md5=e65486f988132a87ce30c49ad2536e44,"Department of Sciences, John Jay College of Criminal Justice, New York, NY, United States; Department of Chemistry, Biochemistry and Physics, University of Quebec at Trois-Rivieres, Trois-Rivieres, QC, Canada; Department of Chemistry and Center for Analysis of Structures and Interfaces (CASI), The City College of New York, New York, NY, United States; Department of Scientific Research, The Metropolitan Museum of Art, New York, NY, United States","Comanescu, M.A., Department of Sciences, John Jay College of Criminal Justice, New York, NY, United States; Muehlethaler, C., Department of Chemistry, Biochemistry and Physics, University of Quebec at Trois-Rivieres, Trois-Rivieres, QC, Canada; Lombardi, J.R., Department of Chemistry and Center for Analysis of Structures and Interfaces (CASI), The City College of New York, New York, NY, United States; Leona, M., Department of Scientific Research, The Metropolitan Museum of Art, New York, NY, United States; Kubic, T.A., Department of Sciences, John Jay College of Criminal Justice, New York, NY, United States",alizarin; dye mixtures; nanoparticles; purpurin; quantitation; Raman; SERS; silver colloids; Surface-enhanced Raman spectroscopy,Alizarin; Binary mixtures; Bins; Calibration; Isotherms; Mixtures; Nanoparticles; Raman spectroscopy; Synthesis (chemical); purpurin; quantitation; Raman; SERS; Silver colloid; Surface enhanced Raman spectroscopy; Silver,,Article,Final,Open Access,Scopus,2-s2.0-85039900745,2019
Carr D.J.,8049037200;,Forensic Textile Science,2017,Forensic Textile Science,,,,1,205,,4,10.1016/C2015-0-01104-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053747936&doi=10.1016%2fC2015-0-01104-2&partnerID=40&md5=75a7ace2e9bdeca8b70d26c1460e36a5,"Cranfield University, Shrivenham, United Kingdom","Carr, D.J., Cranfield University, Shrivenham, United Kingdom",,Fabrics; Students; Ballistic damage; Damage analysis; Forensic scientists; Graduate students; Household textiles; Impact damages; Key topics; Reference points; Forensic engineering,,Book,Final,,Scopus,2-s2.0-85053747936,2019
Houck M.,,Materials Analysis in Forensic Science,2016,Materials Analysis in Forensic Science,n.d.,,,,,,4,,,,"Houck, M.",,,,,Final,,Scopus,2-s2.0-85072396346,2019
"Hu C., Zhu J., Mei H., Shi H., Guo H., Zhang G., Wang P., Lu L., Zheng X.",57193389529;57213066924;36143195300;57193390271;55468662100;57195306431;57203411788;57203413647;42162527200;,A sensitive HPLC-MS/MS method for the analysis of fiber dyes,2018,Forensic Chemistry,11,,,1,6,,3,10.1016/j.forc.2018.08.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051634082&doi=10.1016%2fj.forc.2018.08.001&partnerID=40&md5=af7f331d60c97039f8de1dae18c6a621,"Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China","Hu, C., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Zhu, J., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Mei, H., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Shi, H., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Guo, H., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Zhang, G., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Wang, P., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Lu, L., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China; Zheng, X., Institute of Forensic Science, Ministry of Public Security, Beijing, 100038, China",Fiber dyes; Forensic science; HPLC-MS/MS; Sensitivity,,,Article,Final,,Scopus,2-s2.0-85051634082,2019
